#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	Mmus_C57-6J_FCS_CC_C2_Rep5_C2-20	Mmus_C57-6J_FCS_CC_C2_Rep4_C2-19	Mmus_C57-6J_FCS_CC_C2_Rep3_C2-18	Mmus_C57-6J_FCS_CC_C2_Rep2_C2-17	Mmus_C57-6J_FCS_CC_C2_Rep1_C2-16	Mmus_C57-6J_FCS_CC_C1_Rep5_C1-20	Mmus_C57-6J_FCS_CC_C1_Rep4_C1-19	Mmus_C57-6J_FCS_CC_C1_Rep3_C1-17	Mmus_C57-6J_FCS_CC_C1_Rep2_C1-16	Mmus_C57-6J_FCS_CC_C1_Rep1_C1-18	Mmus_C57-6J_FCS_VIV_C2_Rep5_V18	Mmus_C57-6J_FCS_VIV_C2_Rep4_V17	Mmus_C57-6J_FCS_VIV_C2_Rep3_V16	Mmus_C57-6J_FCS_VIV_C2_Rep2_V20	Mmus_C57-6J_FCS_VIV_C2_Rep1_V19	Mmus_C57-6J_FCS_FLT_C1_Rep5_F20	Mmus_C57-6J_FCS_FLT_C1_Rep4_F19	Mmus_C57-6J_FCS_FLT_C1_Rep3_F16	Mmus_C57-6J_FCS_FLT_C1_Rep2_F18	Mmus_C57-6J_FCS_FLT_C1_Rep1_F17	Mmus_C57-6J_FCS_GC_C2_Rep5_G20	Mmus_C57-6J_FCS_GC_C2_Rep4_G19	Mmus_C57-6J_FCS_GC_C2_Rep3_G16	Mmus_C57-6J_FCS_GC_C2_Rep2_G18	Mmus_C57-6J_FCS_GC_C2_Rep1_G17	Mmus_C57-6J_FCS_BSL_C1_Rep5_B20	Mmus_C57-6J_FCS_BSL_C1_Rep4_B17	Mmus_C57-6J_FCS_BSL_C1_Rep3_B16	Mmus_C57-6J_FCS_BSL_C1_Rep2_B19	Mmus_C57-6J_FCS_BSL_C1_Rep1_B18
UNKNOWN	-1	94.06375	86.78686	95.94399	96.62481	94.95218	96.38356	97.15098	93.16055	90.57611	97.08246	88.31732	85.30026	78.93645	82.24278	85.60514	70.01451	83.65365	89.17642	95.28773	87.01124	85.09015	92.6927	90.16064	89.9073	92.04193	79.46961	86.02991	83.20636	72.7421	89.32598
k__Bacteria	2	5.861626466569858	13.124939777645956	4.007107386722623	3.24089666505953	5.047824355970362	3.441323994530926	2.800646356039897	6.817688003839919	9.338160725953076	2.744669324227966	11.52575448319671	14.638007246021312	21.03760178529542	17.724480207378715	14.29381295313459	29.944711206953176	16.064854834358687	10.74036553055023	4.330901271135705	12.935705561797326	14.872246630916566	7.207108307039874	9.748156467751004	10.044641318772277	7.877968476648776	20.40661216036557	13.876152457777934	16.7516461936403	27.229872932553945	10.598294892844772
k__Bacteria|p__Actinobacteria	2|201174	0.0886892911572696	0.454530607663195	0.3953213171718348	0.1889706370445109	1.0156182221617522	0.2422941638369073	0.7825171755595864	0.3083948935783318	0.1687046764781265	1.3205861369906342	0.3454895514830657	0.0483503954243163	2.3697025053069867	0.2849572849132692	1.859471384854255	0.693888122166384	0.1037698912487134	0.0563583721182574	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3703121331343267	8.372561099227513	1.381313756584884	0.9417217623860392	0.4785096521170328	1.04606118092884
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.0086105243417882	0.2803986328838802	0	0.0559964751608049	0.5822625012016965	0	0.4751829864793272	0.1392149481337323	0.041734659657187	1.0301836971543736	0.1831435289801533	0.002913489107716	2.1459211992326157	0.0889246289983841	1.2578426881482223	0.4420370311545055	0	0.0019893736883686	0	0	0	0	0	0	0.060960417301212	6.563827773568593	0.6496162418580289	0.3165852797113283	0.1137172195607522	0.6824016763561869
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.0086105243417882	0.2803986328838802	0	0.0559964751608049	0.5822625012016965	0	0.4751829864793272	0.1392149481337323	0.041734659657187	1.0301836971543736	0.1831435289801533	0.002913489107716	2.1459211992326157	0.0889246289983841	1.2578426881482223	0.4420370311545055	0	0.0019893736883686	0	0	0	0	0	0	0.060960417301212	6.563827773568593	0.6496162418580289	0.3165852797113283	0.1137172195607522	0.6824016763561869
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.0086105243417882	0.2803986328838802	0	0.0559964751608049	0.5822625012016965	0	0.4751829864793272	0.1392149481337323	0.041734659657187	1.0301836971543736	0.1831435289801533	0.002913489107716	2.1459211992326157	0.0889246289983841	1.2578426881482223	0.4420370311545055	0	0.0019893736883686	0	0	0	0	0	0	0.060960417301212	6.563827773568593	0.6496162418580289	0.3165852797113283	0.1137172195607522	0.6824016763561869
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0.0086105243417882	0.2803986328838802	0	0.0559964751608049	0.5822625012016965	0	0.4751829864793272	0.1392149481337323	0.041734659657187	1.0301836971543736	0.1831435289801533	0.002913489107716	2.1459211992326157	0.0889246289983841	1.2578426881482223	0.4420370311545055	0	0.0019893736883686	0	0	0	0	0	0	0.060960417301212	6.563827773568593	0.6496162418580289	0.3165852797113283	0.1137172195607522	0.6824016763561869
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0.0086105243417882	0.2803986328838802	0	0.0559964751608049	0.5822625012016965	0	0.4751829864793272	0.1392149481337323	0.041734659657187	1.0301836971543736	0.1831435289801533	0.002913489107716	2.1459211992326157	0.0889246289983841	1.2578426881482223	0.4420370311545055	0	0.0019893736883686	0	0	0	0	0	0	0.060960417301212	6.563827773568593	0.6496162418580289	0.3165852797113283	0.1137172195607522	0.6824016763561869
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.0800793604400481	0.1741319747793147	0.3953213171718348	0.132974161883706	0.4333557209600556	0.2422941638369073	0.3073339041783887	0.1691799454445995	0.1269690744314787	0.2904027315901039	0.1623460225029123	0.0454369063166003	0.2237813060743713	0.196034431637338	0.6016272572204119	0.2518510910118784	0.1037698912487134	0.054370080787717	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3093517158331146	1.80873332565892	0.7316989117360094	0.6251348033108421	0.3647924325562806	0.3636595045726531
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.0800793604400481	0.1741319747793147	0.3953213171718348	0.132974161883706	0.4333557209600556	0.2422941638369073	0.3073339041783887	0.1691799454445995	0.1269690744314787	0.2904027315901039	0.1623460225029123	0.0454369063166003	0.2237813060743713	0.196034431637338	0.6016272572204119	0.2518510910118784	0.1037698912487134	0.054370080787717	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3093517158331146	1.80873332565892	0.7316989117360094	0.6251348033108421	0.3647924325562806	0.3636595045726531
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.0800793604400481	0.1741319747793147	0.3953213171718348	0.132974161883706	0.4333557209600556	0.2422941638369073	0.3073339041783887	0.1691799454445995	0.1269690744314787	0.2904027315901039	0.1623460225029123	0.0454369063166003	0.2237813060743713	0.196034431637338	0.6016272572204119	0.2518510910118784	0.1037698912487134	0.054370080787717	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3093517158331146	1.80873332565892	0.7316989117360094	0.6251348033108421	0.3647924325562806	0.3636595045726531
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	2|201174|84998|1643822|1643826|447020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047897394773482	0.0108505701024963	0.0042202414020877	0.0003652558168014	0.0005860035574541
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	2|201174|84998|1643822|1643826|447020|446660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047897394773482	0.0108505701024963	0.0042202414020877	0.0003652558168014	0.0005860035574541
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter	2|201174|84998|1643822|1643826|553372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049827251228136	0.0119458252795733	0.0056376245072855	0.0017663117110996	0.0025532249716397
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	2|201174|84998|1643822|1643826|553372|394340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049827251228136	0.0119458252795733	0.0056376245072855	0.0017663117110996	0.0025532249716397
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus	2|201174|84998|1643822|1643826|580024	0.0800793604400481	0.1741319747793147	0.3953213171718348	0.132974161883706	0.4333557209600556	0.2422941638369073	0.3073339041783887	0.1691799454445995	0.1269690744314787	0.2904027315901039	0.1623460225029123	0.0454369063166003	0.2237813060743713	0.196034431637338	0.6016272572204119	0.2518510910118784	0.1037698912487134	0.054370080787717	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3093517158331146	1.798960861058758	0.7089025163539397	0.6152769374014689	0.3626581392387018	0.3605202760435592
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris	2|201174|84998|1643822|1643826|580024|671266	0.0800793604400481	0.1741319747793147	0.3953213171718348	0.132974161883706	0.4333557209600556	0.2422941638369073	0.3073339041783887	0.1691799454445995	0.1269690744314787	0.2904027315901039	0.1623460225029123	0.0454369063166003	0.2237813060743713	0.196034431637338	0.6016272572204119	0.2518510910118784	0.1037698912487134	0.054370080787717	0.0227253784372576	0.0365529705106549	0.189575789519103	0.6153372043924616	0.0839739793942302	0.1812629231971511	0.3093517158331146	1.798960861058758	0.7089025163539397	0.6152769374014689	0.3626581392387018	0.3605202760435592
k__Bacteria|p__Bacteroidetes	2|976	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	2|976|200643|171549|815|816	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	2|976|200643|171549|815|816|818	0.956408129221537	0.5906867040392355	1.6052266709756355	2.344605417618981	0.6405204516588217	1.369375258669871	0.8511035971587476	2.042921074651898	2.575341185671506	0.782977456145921	3.999056044939366	6.593139122276286	2.805330507651441	5.898910922776352	6.041462131080385	10.142683415264733	9.819022856026065	2.4372782519387517	0.9255594354116298	3.690227725358115	2.782964180983757	3.0278930113328744	4.188183650503751	4.58398953176145	2.887009984534631	2.5398471252718324	2.0049176879873336	1.295058241000387	2.6072287298050707	3.0907097828205288
k__Bacteria|p__Firmicutes	2|1239	0.5400855671425305	2.0709280685575164	1.0065066597735524	0.2216428417389829	3.0534784216051607	1.2720339628668182	0.7738091498876775	0.3850015185623155	1.3478855098175446	0.2502031364903228	1.2853985213262114	0.7563311885479522	4.256619923148021	0.7304132437356194	1.5337402601500914	1.5573741501516276	0.2794097741254817	0.1906573314505674	1.5692880822366748	0.8108259877484666	2.6482626117234167	1.863322598482992	1.2473085286850074	2.043764236633178	2.5223791184574744	4.884345557440723	2.441495621830649	3.35939276552753	2.092643251304698	1.2505486700349815
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0	0	0.0400916175510641	0	0.0309042950545573	0.0275714085915558	0.0412879790732228	0.0189999914474548	0	0.081692826742262	0.0238314984063161	0.0047818264719476	0.0436752796138222	0	0.0352184551955386	0.0030855064548728	0.012060336120995	0	0	0	0	0	0	0	0	0.3008707803968761	0.2019572314017356	0.1625976891331221	0.1068591327318528	0.0326838414011747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0	0	0.0400916175510641	0	0.0309042950545573	0.0275714085915558	0.0412879790732228	0.0189999914474548	0	0.081692826742262	0.0238314984063161	0.0047818264719476	0.0436752796138222	0	0.0352184551955386	0.0030855064548728	0.012060336120995	0	0	0	0	0	0	0	0	0.3008707803968761	0.2019572314017356	0.1625976891331221	0.1068591327318528	0.0326838414011747
